Candidate_ID,Name,Age,Gender,City,Degree,Experience_Years,Skills,Projects_Count,Certifications,Resume_Summary,Target_Designation
C08709,Candidate_8709,27,Female,Delhi,BCA,11,"UX, Illustrator, UI, Color Theory, Canva, Prototyping, Typography, Photoshop, After Effects, Wireframing, Content Marketing, WordPress",2,Oracle Java,Designer with 11 years of experience.,Designer
C03280,Candidate_3280,36,Male,Mumbai,MCA,7,"Python, Statistics, NumPy, Seaborn, Power BI, Excel, Pandas, Scikit-learn",9,Oracle Java,Data Analyst with 7 years of experience.,Data Analyst
C09801,Candidate_9801,33,Male,Chennai,M.Tech,0,"Content Marketing, Social Media, SEO, Meta Ads, Google Ads, Email Marketing, Keyword Research, WordPress, Copywriting, Analytics",4,Oracle Java,Digital Marketing with 0 years of experience.,Data Analyst
C00572,Candidate_572,33,Female,Chennai,B.Sc,4,"CSS, Redux, Vite, Git, REST, JavaScript, TypeScript, React, Prototyping",7,Meta,Front End Developer with 4 years of experience.,Front End Developer
C03366,Candidate_3366,28,Male,Pune,B.Tech,7,"Matplotlib, Seaborn, DAX, Pandas, SQL, Excel, ETL, Tableau, NumPy",5,AWS CCP,Data Analyst with 7 years of experience.,Data Analyst
C01030,Candidate_1030,37,Female,Chennai,B.Tech,7,"CSS, Redux, Tailwind, Next.js, Bootstrap, Vite, React, Git, REST",8,AWS CCP,Front End Developer with 7 years of experience.,Designer
C07972,Candidate_7972,37,Female,Bengaluru,MCA,1,"Typography, Figma, Illustrator, UI, Canva, Photoshop, Color Theory, UX, Adobe XD",2,AWS CCP,Designer with 1 years of experience.,Designer
C09048,Candidate_9048,27,Male,Delhi,MCA,12,"Photoshop, UX, Wireframing, Canva, Color Theory, UI, Typography, SEM, Content Marketing",3,Google DA,Designer with 12 years of experience.,Designer
C00196,Candidate_196,24,Male,Bengaluru,MCA,2,"JavaScript, Next.js, HTML, React, TypeScript, Vite, Tailwind, REST, Git, CSS, Redux, Bootstrap",2,Google DA,Front End Developer with 2 years of experience.,Front End Developer
C06752,Candidate_6752,39,Male,Hyderabad,M.Tech,1,"Compliance, Payroll, Conflict Resolution, Excel, ATS, Employee Relations, Leadership, Communication, Onboarding, HRMS, Recruitment, Training",3,Azure AZ-900,HR Manager with 1 years of experience.,HR Manager
C03978,Candidate_3978,23,Male,Mumbai,M.Tech,13,"Ansible, Jenkins, Networking, Terraform, GCP, Docker, AWS, Kubernetes, CI/CD, Python, Linux",6,AWS CCP,Cloud Engineer with 13 years of experience.,Cloud Engineer
C07214,Candidate_7214,27,Male,Mumbai,B.Sc,12,"Recruitment, Excel, Employee Relations, Onboarding, Communication, Compliance, ATS, Payroll",8,TensorFlow,HR Manager with 12 years of experience.,HR Manager
C09350,Candidate_9350,40,Male,Delhi,M.Tech,10,"Social Media, Meta Ads, Copywriting, Keyword Research, Email Marketing, Google Ads, Analytics, Canva, SEM, SEO",8,Power BI,Digital Marketing with 10 years of experience.,Digital Marketing
C06445,Candidate_6445,38,Male,Hyderabad,B.Tech,2,"Docker, Pandas, Git, NLP, NumPy, Python, PyTorch, SQL, CV",9,Meta,ML Engineer with 2 years of experience.,ML Engineer
C02288,Candidate_2288,34,Female,Pune,B.Tech,6,"Git, PostgreSQL, Linux, Django, FastAPI, MySQL, JWT, MongoDB, REST, Docker",10,Oracle Java,Backend Developer with 6 years of experience.,Backend Developer
C05358,Candidate_5358,22,Female,Delhi,B.Sc,4,"Pandas, Scikit-learn, Docker, Python, MLflow, SQL, PyTorch, NumPy",4,Meta,ML Engineer with 4 years of experience.,ML Engineer
C01368,Candidate_1368,27,Female,Kochi,B.Tech,1,"FastAPI, MySQL, Flask, REST, Django, Docker, Linux, Git, MongoDB, Python, PostgreSQL",8,Meta,Backend Developer with 1 years of experience.,Backend Developer
C07478,Candidate_7478,26,Male,Hyderabad,BCA,6,"Excel, Leadership, Onboarding, Recruitment, Conflict Resolution, Payroll, ATS, Training, Communication, Employee Relations, Compliance, HRMS",8,Azure AZ-900,HR Manager with 6 years of experience.,HR Manager
C02005,Candidate_2005,26,Female,Bengaluru,MCA,11,"Flask, Linux, Python, FastAPI, PostgreSQL, Git, REST, Django, MongoDB",9,AWS CCP,Backend Developer with 11 years of experience.,Backend Developer
C08678,Candidate_8678,24,Male,Mumbai,BCA,2,"Figma, Color Theory, Illustrator, Prototyping, UI, Adobe XD, UX, After Effects, Wireframing, Photoshop",1,Google DA,Designer with 2 years of experience.,Designer
C04925,Candidate_4925,21,Female,Pune,BCA,3,"GCP, Jenkins, Azure, CI/CD, Docker, Ansible, Linux, Terraform, AWS, Networking, Python",4,Google DA,Cloud Engineer with 3 years of experience.,ML Engineer
C00189,Candidate_189,25,Female,Mumbai,B.Sc,7,"JavaScript, Bootstrap, React, CSS, Redux, Git, TypeScript, REST, Next.js, Tailwind",7,Meta,Front End Developer with 7 years of experience.,Front End Developer
C10434,Candidate_10434,28,Female,Delhi,B.Tech,13,"Canva, WordPress, SEM, Analytics, Email Marketing, Social Media, Copywriting, Google Ads, Keyword Research",6,Meta,Digital Marketing with 13 years of experience.,Digital Marketing
C00847,Candidate_847,40,Female,Hyderabad,BCA,15,"JavaScript, Tailwind, CSS, Next.js, TypeScript, Git, REST, Vite",7,TensorFlow,Front End Developer with 15 years of experience.,Front End Developer
C06212,Candidate_6212,29,Male,Hyderabad,B.Tech,14,"MLflow, Python, NumPy, PyTorch, NLP, Git, Scikit-learn, SQL, Docker",6,AWS CCP,ML Engineer with 14 years of experience.,ML Engineer
C01908,Candidate_1908,31,Male,Delhi,M.Tech,12,"PostgreSQL, Python, MySQL, Git, Docker, FastAPI, Django, JWT, Flask, REST, MongoDB",2,Azure AZ-900,Backend Developer with 12 years of experience.,Backend Developer
C04657,Candidate_4657,23,Female,Kochi,M.Tech,7,"Terraform, Kubernetes, Azure, Docker, AWS, GCP, Jenkins, Linux, Networking, CI/CD, Python, Ansible",5,Oracle Java,Cloud Engineer with 7 years of experience.,Cloud Engineer
C03047,Candidate_3047,34,Male,Kochi,B.Sc,6,"SQL, Matplotlib, NumPy, Excel, Python, Statistics, Git, CV",4,TensorFlow,Data Analyst with 6 years of experience.,Data Analyst
C09036,Candidate_9036,38,Female,Kochi,MCA,12,"After Effects, Adobe XD, UX, Prototyping, Canva, Photoshop, Typography, UI, Figma, WordPress, Social Media",1,Meta,Designer with 12 years of experience.,Designer
C09012,Candidate_9012,28,Male,Kochi,M.Tech,4,"Photoshop, Illustrator, UX, UI, Adobe XD, Wireframing, Prototyping, Typography, After Effects, Canva",5,Power BI,Designer with 4 years of experience.,Designer
C01336,Candidate_1336,25,Female,Delhi,B.Tech,11,"Flask, Django, Docker, REST, FastAPI, Linux, Python, MySQL, PostgreSQL, MongoDB, Git",5,Power BI,Backend Developer with 11 years of experience.,Backend Developer
C03783,Candidate_3783,28,Male,Bengaluru,B.Tech,3,"Tableau, ETL, Seaborn, Pandas, Matplotlib, NumPy, Excel, Power BI, Statistics, SQL, DAX, Python",9,Oracle Java,Data Analyst with 3 years of experience.,Data Analyst
C02569,Candidate_2569,32,Female,Pune,M.Tech,6,"Python, Docker, Flask, Django, REST, MySQL, FastAPI, JWT, Git, Linux, PostgreSQL",4,Google DA,Backend Developer with 6 years of experience.,Backend Developer
C00965,Candidate_965,23,Male,Bengaluru,B.Sc,15,"Tailwind, Git, React, Vite, Redux, Bootstrap, HTML, JavaScript, PostgreSQL",10,Google DA,Front End Developer with 15 years of experience.,Front End Developer
C03182,Candidate_3182,27,Male,Chennai,M.Tech,9,"ETL, DAX, Statistics, Seaborn, Tableau, SQL, Power BI, NumPy, Matplotlib",7,Google DA,Data Analyst with 9 years of experience.,Data Analyst
C04089,Candidate_4089,35,Male,Bengaluru,BCA,2,"GCP, Python, Networking, Jenkins, Linux, Terraform, CI/CD, Docker, AWS",10,Azure AZ-900,Cloud Engineer with 2 years of experience.,Cloud Engineer
C09954,Candidate_9954,31,Female,Delhi,B.Sc,11,"Email Marketing, Copywriting, Meta Ads, WordPress, Social Media, Canva, SEM, SEO, Keyword Research, Analytics, Content Marketing",5,Meta,Digital Marketing with 11 years of experience.,Digital Marketing
C07599,Candidate_7599,33,Female,Hyderabad,B.Tech,0,"Conflict Resolution, Training, Compliance, Communication, Recruitment, Leadership, Onboarding, ATS",10,TensorFlow,HR Manager with 0 years of experience.,HR Manager
C05705,Candidate_5705,33,Male,Chennai,B.Tech,11,"NLP, CV, Git, SQL, TensorFlow, PyTorch, Python, NumPy, MLflow, Docker, Scikit-learn",3,Oracle Java,ML Engineer with 11 years of experience.,ML Engineer
C00827,Candidate_827,24,Female,Delhi,BCA,14,"CSS, React, Git, Redux, Next.js, TypeScript, HTML, Vite, REST",10,TensorFlow,Front End Developer with 14 years of experience.,Backend Developer
C00727,Candidate_727,21,Male,Delhi,B.Sc,14,"Git, JavaScript, Bootstrap, React, HTML, CSS, TypeScript, Tailwind, Redux, REST, Next.js, Vite",6,Power BI,Front End Developer with 14 years of experience.,Front End Developer
C07940,Candidate_7940,32,Female,Mumbai,BCA,3,"Prototyping, UI, Illustrator, UX, Color Theory, Wireframing, Adobe XD, Typography, After Effects, Canva, Photoshop, Vite",3,TensorFlow,Designer with 3 years of experience.,Designer
C04391,Candidate_4391,30,Female,Kochi,M.Tech,2,"Ansible, Kubernetes, GCP, Jenkins, Terraform, Docker, Azure, Python, Networking, AWS",3,Power BI,Cloud Engineer with 2 years of experience.,Cloud Engineer
C08044,Candidate_8044,38,Female,Bengaluru,M.Tech,3,"Illustrator, Adobe XD, Typography, Wireframing, UX, UI, Canva, Color Theory",2,Meta,Designer with 3 years of experience.,Designer
C00407,Candidate_407,31,Male,Hyderabad,MCA,8,"Redux, Git, Vite, CSS, Next.js, REST, Tailwind, React",8,Oracle Java,Front End Developer with 8 years of experience.,Front End Developer
C08963,Candidate_8963,35,Male,Mumbai,M.Tech,14,"Typography, UX, Canva, Photoshop, Illustrator, Wireframing, Color Theory, Figma, UI, After Effects, Adobe XD",2,Google DA,Designer with 14 years of experience.,Designer
C06209,Candidate_6209,33,Female,Bengaluru,B.Tech,12,"CV, Scikit-learn, Git, SQL, Python, MLflow, Pandas, PyTorch, NumPy, NLP, Docker, TensorFlow",8,Azure AZ-900,ML Engineer with 12 years of experience.,ML Engineer
C03269,Candidate_3269,24,Male,Kochi,M.Tech,2,"Pandas, Seaborn, SQL, Matplotlib, DAX, Power BI, Python, Statistics, Tableau",1,Oracle Java,Data Analyst with 2 years of experience.,Data Analyst
C08666,Candidate_8666,34,Male,Bengaluru,BCA,3,"UI, Color Theory, Wireframing, UX, Typography, Figma, Illustrator, After Effects, Adobe XD",10,TensorFlow,Designer with 3 years of experience.,Designer
C03043,Candidate_3043,36,Female,Delhi,B.Sc,15,"Tableau, Seaborn, DAX, Power BI, Matplotlib, ETL, NumPy, Pandas, Excel, Statistics",8,Power BI,Data Analyst with 15 years of experience.,Data Analyst
C01153,Candidate_1153,28,Male,Kochi,BCA,10,"React, Tailwind, Redux, Vite, TypeScript, REST, Git, CSS, HTML, Next.js, JavaScript",7,Meta,Front End Developer with 10 years of experience.,Front End Developer
C09439,Candidate_9439,21,Female,Hyderabad,B.Sc,9,"Content Marketing, Copywriting, SEO, Email Marketing, Google Ads, Analytics, Meta Ads, Social Media",2,TensorFlow,Digital Marketing with 9 years of experience.,Digital Marketing
C07330,Candidate_7330,40,Female,Bengaluru,B.Sc,9,"Leadership, Excel, Compliance, Employee Relations, Conflict Resolution, Communication, HRMS, Payroll, Onboarding",2,Oracle Java,HR Manager with 9 years of experience.,HR Manager
C08252,Candidate_8252,39,Male,Pune,B.Sc,9,"Wireframing, Figma, Color Theory, Canva, Adobe XD, Photoshop, UX, After Effects",9,TensorFlow,Designer with 9 years of experience.,Designer
C06634,Candidate_6634,24,Male,Kochi,BCA,4,"HRMS, Excel, Recruitment, Compliance, Employee Relations, Onboarding, ATS, Conflict Resolution, Leadership, Payroll, Training",1,Azure AZ-900,HR Manager with 4 years of experience.,HR Manager
C05788,Candidate_5788,35,Male,Mumbai,B.Tech,1,"MLflow, Python, CV, SQL, Scikit-learn, TensorFlow, Pandas, Git, NLP, PyTorch",7,Oracle Java,ML Engineer with 1 years of experience.,ML Engineer
C08027,Candidate_8027,30,Male,Mumbai,MCA,14,"UI, Prototyping, Illustrator, Photoshop, Adobe XD, Typography, UX, Wireframing, Figma",8,Oracle Java,Designer with 14 years of experience.,Designer
C04511,Candidate_4511,28,Male,Hyderabad,M.Tech,0,"Networking, Linux, Docker, Terraform, Kubernetes, Python, Azure, CI/CD, GCP, Ansible",8,TensorFlow,Cloud Engineer with 0 years of experience.,Cloud Engineer
C00454,Candidate_454,39,Female,Mumbai,BCA,2,"Git, Redux, HTML, JavaScript, REST, React, Vite, Bootstrap, Next.js, Tailwind, TypeScript",1,Google DA,Front End Developer with 2 years of experience.,Front End Developer
C05034,Candidate_5034,40,Male,Delhi,B.Sc,8,"CI/CD, Azure, GCP, AWS, Linux, Python, Terraform, Jenkins, Networking, Docker, Kubernetes",7,Oracle Java,Cloud Engineer with 8 years of experience.,Cloud Engineer
C00133,Candidate_133,30,Male,Delhi,B.Sc,10,"TypeScript, Vite, REST, React, CSS, Git, Next.js, Redux, Tailwind, Bootstrap, JavaScript",5,AWS CCP,Front End Developer with 10 years of experience.,Front End Developer
C02858,Candidate_2858,25,Female,Mumbai,B.Sc,5,"Power BI, DAX, Pandas, Python, Seaborn, NumPy, ETL, Excel, Tableau, SQL",4,Meta,Data Analyst with 5 years of experience.,Data Analyst
C02598,Candidate_2598,33,Male,Kochi,B.Sc,0,"Linux, MongoDB, MySQL, PostgreSQL, JWT, Flask, Python, Docker, Django",3,Oracle Java,Backend Developer with 0 years of experience.,Backend Developer
C03125,Candidate_3125,24,Female,Mumbai,B.Tech,9,"ETL, Statistics, NumPy, Seaborn, DAX, Python, Tableau, Matplotlib, Copywriting, Email Marketing",5,Meta,Data Analyst with 9 years of experience.,Data Analyst
C01580,Candidate_1580,25,Male,Hyderabad,B.Sc,13,"FastAPI, PostgreSQL, Python, REST, MongoDB, Django, MySQL, Linux, JWT, Git",1,Power BI,Backend Developer with 13 years of experience.,Backend Developer
C03089,Candidate_3089,28,Female,Kochi,B.Tech,8,"Excel, Pandas, Power BI, NumPy, Seaborn, Statistics, Tableau, Matplotlib, DAX, ETL, Python",9,AWS CCP,Data Analyst with 8 years of experience.,Data Analyst
C05940,Candidate_5940,24,Female,Delhi,MCA,10,"NLP, NumPy, SQL, Scikit-learn, Python, MLflow, PyTorch, Git",6,TensorFlow,ML Engineer with 10 years of experience.,ML Engineer
C07844,Candidate_7844,36,Female,Delhi,B.Tech,7,"HRMS, Payroll, Onboarding, Leadership, Training, ATS, Recruitment, Compliance, Employee Relations, Excel, Conflict Resolution, Communication",8,Azure AZ-900,HR Manager with 7 years of experience.,HR Manager
C10350,Candidate_10350,40,Female,Chennai,B.Sc,11,"Email Marketing, SEO, SEM, Canva, Content Marketing, WordPress, Analytics, Keyword Research, Google Ads",6,Oracle Java,Digital Marketing with 11 years of experience.,Digital Marketing
C07814,Candidate_7814,36,Male,Kochi,M.Tech,3,"ATS, Communication, Onboarding, Conflict Resolution, Recruitment, Leadership, Excel, Payroll, Compliance, Training",6,Meta,HR Manager with 3 years of experience.,HR Manager
C02110,Candidate_2110,25,Male,Hyderabad,B.Tech,5,"Flask, FastAPI, Git, Python, Docker, Django, MySQL, MongoDB, JWT, PostgreSQL, REST",4,Oracle Java,Backend Developer with 5 years of experience.,Backend Developer
C04894,Candidate_4894,24,Male,Delhi,B.Tech,10,"Terraform, Jenkins, Python, Networking, Docker, CI/CD, Ansible, Linux, Kubernetes, Azure, AWS",1,Azure AZ-900,Cloud Engineer with 10 years of experience.,Cloud Engineer
C01859,Candidate_1859,37,Male,Delhi,B.Tech,2,"FastAPI, Linux, Docker, MySQL, PostgreSQL, REST, Python, Flask, Django, MongoDB, Git, JWT",6,TensorFlow,Backend Developer with 2 years of experience.,Backend Developer
C05195,Candidate_5195,35,Male,Chennai,MCA,4,"GCP, Azure, Networking, Linux, Docker, Ansible, Python, AWS, Kubernetes",5,Meta,Cloud Engineer with 4 years of experience.,Cloud Engineer
C02586,Candidate_2586,33,Female,Mumbai,MCA,2,"MongoDB, Django, MySQL, PostgreSQL, Docker, JWT, Flask, Git, Linux",1,Meta,Backend Developer with 2 years of experience.,Backend Developer
C05610,Candidate_5610,27,Female,Bengaluru,B.Sc,4,"SQL, Git, MLflow, PyTorch, NumPy, CV, TensorFlow, Seaborn",10,Oracle Java,ML Engineer with 4 years of experience.,ML Engineer
C09559,Candidate_9559,32,Male,Kochi,B.Tech,11,"Canva, Analytics, Copywriting, Content Marketing, WordPress, SEO, SEM, Social Media, Email Marketing, Google Ads",1,Oracle Java,Digital Marketing with 11 years of experience.,Digital Marketing
C08888,Candidate_8888,30,Male,Delhi,BCA,6,"Canva, Figma, Typography, Illustrator, UI, Prototyping, UX, Wireframing, Adobe XD, Color Theory",3,Google DA,Designer with 6 years of experience.,Front End Developer
C01704,Candidate_1704,33,Female,Mumbai,BCA,4,"FastAPI, Flask, MySQL, REST, Django, Linux, JWT, PostgreSQL, Git, MongoDB, Docker",8,Google DA,Backend Developer with 4 years of experience.,Backend Developer
C08630,Candidate_8630,38,Male,Delhi,B.Sc,14,"Prototyping, Typography, Illustrator, Canva, Wireframing, Color Theory, Photoshop, Figma",9,Meta,Designer with 14 years of experience.,Designer
C05699,Candidate_5699,36,Female,Pune,B.Tech,14,"SQL, NLP, Scikit-learn, TensorFlow, CV, PyTorch, Pandas, NumPy, MLflow, Docker, Git, Python",6,Oracle Java,ML Engineer with 14 years of experience.,ML Engineer
C02632,Candidate_2632,34,Male,Bengaluru,BCA,6,"SQL, Seaborn, Matplotlib, Tableau, Excel, Statistics, Power BI, ETL, NumPy, DAX, Pandas",1,Oracle Java,Data Analyst with 6 years of experience.,Data Analyst
C09288,Candidate_9288,39,Female,Delhi,B.Tech,8,"Canva, Content Marketing, Email Marketing, SEO, Google Ads, Keyword Research, Matplotlib, ETL",9,Power BI,Digital Marketing with 8 years of experience.,Digital Marketing
C03503,Candidate_3503,26,Female,Hyderabad,MCA,12,"Matplotlib, Python, Power BI, Statistics, Tableau, Pandas, SQL, DAX, Excel, Seaborn, NumPy, ETL",5,Power BI,Data Analyst with 12 years of experience.,Data Analyst
C10059,Candidate_10059,29,Female,Mumbai,BCA,4,"Copywriting, Canva, Keyword Research, Social Media, Analytics, Content Marketing, Google Ads, SEM, SEO, Email Marketing, WordPress",2,AWS CCP,Digital Marketing with 4 years of experience.,Digital Marketing
C03771,Candidate_3771,37,Male,Bengaluru,M.Tech,3,"Pandas, Statistics, Seaborn, Matplotlib, ETL, Tableau, NumPy, Excel, Python",6,Oracle Java,Data Analyst with 3 years of experience.,Data Analyst
C04250,Candidate_4250,24,Male,Mumbai,B.Tech,10,"Terraform, Networking, GCP, Python, CI/CD, Linux, Ansible, AWS, Kubernetes",7,TensorFlow,Cloud Engineer with 10 years of experience.,Cloud Engineer
C06556,Candidate_6556,40,Female,Mumbai,B.Tech,13,"Python, Git, TensorFlow, Docker, PyTorch, Scikit-learn, NumPy, SQL",3,Azure AZ-900,ML Engineer with 13 years of experience.,ML Engineer
C00029,Candidate_29,23,Female,Hyderabad,BCA,12,"TypeScript, React, Vite, CSS, Redux, Bootstrap, Next.js, REST, Tailwind, HTML, Git",1,Power BI,Front End Developer with 12 years of experience.,Front End Developer
C06010,Candidate_6010,26,Female,Pune,MCA,2,"PyTorch, Pandas, Python, Git, CV, TensorFlow, SQL, NumPy",10,Power BI,ML Engineer with 2 years of experience.,ML Engineer
C01474,Candidate_1474,38,Male,Delhi,B.Tech,5,"Linux, Python, Docker, MongoDB, Django, PostgreSQL, REST, MySQL, JWT, Git",7,Oracle Java,Backend Developer with 5 years of experience.,Backend Developer
C02352,Candidate_2352,22,Female,Chennai,B.Tech,14,"JWT, Flask, Django, MongoDB, Git, FastAPI, PostgreSQL, REST, MySQL",8,Power BI,Backend Developer with 14 years of experience.,Backend Developer
C02035,Candidate_2035,27,Female,Pune,M.Tech,5,"REST, FastAPI, Git, Python, MySQL, PostgreSQL, Docker, Linux, MongoDB, Flask, JWT",6,Azure AZ-900,Backend Developer with 5 years of experience.,Backend Developer
